"STATISTIC","Statistic Label","TLIST(M1)","Month","C03113V05042","Driving Test Centre","UNIT","VALUE"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","121","Ennis, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","122","Finglas, Co. Dublin","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","123","Galway (Carnmore), Co. Galway","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","124","Galway (Westside), Co. Galway","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","125","Gorey, Co. Wexford","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","29"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","37"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","128","Killarney, Co. Kerry","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","129","Killester, Co. Dublin","Weeks","35"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","130","Kilrush, Co. Clare","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","131","Letterkenny, Co. Donegal","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","132","Limerick - Castlemungret, Co. Limerick","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","133","Limerick - Woodview, Co. Limerick","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","135","Longford, Co. Longford","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","136","Loughrea, Co. Galway","Weeks","27"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","140","Monaghan, Co. Monaghan","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","141","Mulhuddart, Co. Dublin","Weeks","30"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","143","Mulhuddart Maple House, Co. Dublin","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","144","Mullingar, Co. Westmeath","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","145","Naas, Co. Kildare","Weeks","30"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","146","Navan, Co. Meath","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","147","Nenagh, Co. Tipperary","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","148","Newcastle West, Co. Limerick","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","150","Portlaoise, Co. Laois","Weeks","28"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","151","Raheny, Co. Dublin","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","152","Roscommon, Co. Roscommon","Weeks","29"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","153","Shannon, Co. Clare","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","154","Skibbereen, Co. Cork","Weeks","33"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","155","Sligo, Co. Sligo","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","156","Tallaght, Co. Dublin","Weeks","32"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","157","Thurles, Co. Tipperary","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","158","Tipperary, Co. Tipperary","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","159","Tralee, Co. Kerry","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","160","Tralee (HGV's), Co. Kerry","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","161","Tuam, Co. Galway","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","162","Tullamore, Co. Offaly","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","163","Waterford, Co. Waterford","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","164","Wexford, Co. Wexford","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","165","Wicklow, Co. Wicklow","Weeks","26"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","167","Galway (Clybaun Hotel), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","168","Sandyford, Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","169","Drogheda – Southgate, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202312","2023 December","170","Mitchelstown, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","-","All driving test centres","Weeks","19.7"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","100","Athlone, Co. Westmeath","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","101","Ballina, Co. Mayo","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","102","Birr, Co. Offaly","Weeks","24"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","103","Birr (County Arms Hotel), Co. Offaly","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","104","Buncrana, Co. Donegal","Weeks","30"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","105","Carlow, Co. Carlow","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","106","Carlow Talbot Hotel, Co. Carlow","Weeks","10"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","107","Carrick On Shannon, Co. Leitrim","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","108","Castlebar, Co. Mayo","Weeks","9"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","109","Cavan, Co. Cavan","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","110","Charlestown (Dublin), Co. Dublin","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","111","Clifden, Co. Galway","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","112","Clonmel, Co. Tipperary","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","113","Cork (Ballincollig), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","114","Cork (St. Finbarr's GAA Club Togher), Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","115","Cork (Wilton), Co. Cork","Weeks","28"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","116","Donegal, Co. Donegal","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","117","Drogheda, Co. Louth","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","118","Dun Laoghaire / Deansgrange, Co. Dublin","Weeks","36"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","119","Dundalk, Co. Louth","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","120","Dungarvan, Co. Waterford","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","121","Ennis, Co. Clare","Weeks","11"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","122","Finglas, Co. Dublin","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","123","Galway (Carnmore), Co. Galway","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","124","Galway (Westside), Co. Galway","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","125","Gorey, Co. Wexford","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","126","Kilkenny (Govt Buildings), Co. Kilkenny","Weeks","27"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","127","Kilkenny (O'Loughlin Gaels), Co. Kilkenny","Weeks","28"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","128","Killarney, Co. Kerry","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","129","Killester, Co. Dublin","Weeks","22"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","130","Kilrush, Co. Clare","Weeks","15"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","131","Letterkenny, Co. Donegal","Weeks","23"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","132","Limerick - Castlemungret, Co. Limerick","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","133","Limerick - Woodview, Co. Limerick","Weeks","13"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","134","Limerick (Roxboro), Co. Limerick","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","135","Longford, Co. Longford","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","136","Loughrea, Co. Galway","Weeks","19"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","137","Loughrea (Lough Rea Hotel & Spa), Co. Galway","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","138","Mallow, Co. Cork","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","139","Mallow (Cork Racecourse Mallow), Co. Cork","Weeks","12"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","140","Monaghan, Co. Monaghan","Weeks","20"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","141","Mulhuddart, Co. Dublin","Weeks","31"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","142","Mulhuddart (Carlton Hotel), Co. Dublin","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","143","Mulhuddart Maple House, Co. Dublin","Weeks","17"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","144","Mullingar, Co. Westmeath","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","145","Naas, Co. Kildare","Weeks","27"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","146","Navan, Co. Meath","Weeks","18"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","147","Nenagh, Co. Tipperary","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","148","Newcastle West, Co. Limerick","Weeks","16"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","149","Newcastle West (Longcourt House Hotel), Co. Limerick","Weeks","14"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","150","Portlaoise, Co. Laois","Weeks","25"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","166","Portlaoise (Maldron Hotel), Co. Laois","Weeks",""
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","151","Raheny, Co. Dublin","Weeks","21"
"ROA36C01","Estimated Time to Driving Test Invite at Month End","202401","2024 January","152","Roscommon, Co. Roscommon","Weeks","27"
